O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT
4154913,36583,O,173026.91,1997-12-10,1-URGENT,Clerk#000000459,0,e carefully. carefully unusual dinos play. slyly regular asymptotes use a
3895715,7693,O,166134.21,1997-10-05,5-LOW,Clerk#000000874,0,nal ideas. carefully regular theodolites
4146375,87103,O,64481.37,1997-12-08,3-MEDIUM,Clerk#000000798,0,cuses. express asymptotes
5747586,115423,O,218852.64,1997-12-02,4-NOT SPECIFIED,Clerk#000000497,0,"dencies affix alongside of the ironic, ironic deposits."
4036994,7784,O,274836.23,1997-11-30,2-HIGH,Clerk#000000810,0,use above the carefully ironic accounts!
4094370,9233,O,152036.59,1997-10-30,1-URGENT,Clerk#000000577,0,n theodolites promise carefully. furiously f
3702372,144064,O,87229.25,1997-10-05,2-HIGH,Clerk#000000246,0,pinto beans cajole across t
4773443,16705,O,245289.34,1997-09-21,5-LOW,Clerk#000000268,0,ly even excuses. furiousl
2794598,143596,O,178219.38,1997-09-06,4-NOT SPECIFIED,Clerk#000000068,0, final deposits. finally express packages wake ideas. fur
2971681,15325,O,215242.53,1997-10-21,4-NOT SPECIFIED,Clerk#000000795,0,sly. fluffily regular packages eat carefully. quickly enticin
2602851,77431,O,75952.04,1997-10-11,4-NOT SPECIFIED,Clerk#000000461,0,es. carefully even asymptotes along the slyly ironic packages be
2702755,110863,O,171934.07,1997-10-09,4-NOT SPECIFIED,Clerk#000000757,0,sly regular realms. final packages haggle fi
2661568,38632,O,5045.46,1997-12-01,1-URGENT,Clerk#000000672,0,unts. ironic foxes haggle along the c
3277702,4445,O,145828.82,1997-09-09,1-URGENT,Clerk#000000833,0,xcuses under the slyly pending deposits haggle idly regular accounts. quickl
3146274,12907,O,285190.59,1997-09-19,4-NOT SPECIFIED,Clerk#000000095,0,endencies; furiously even acc
3196485,10354,O,156318.00,1997-11-11,3-MEDIUM,Clerk#000000749,0, pending packages wake atop the fluffily regular courts. carefully even a
3210561,80591,O,361260.37,1997-09-02,4-NOT SPECIFIED,Clerk#000000398,0,"structions! ironic, final theodolites cajole"
3267365,101869,O,146062.42,1997-10-28,3-MEDIUM,Clerk#000000123,0,luffily express ideas. fluffily iro
3073510,53723,O,54946.80,1997-12-07,4-NOT SPECIFIED,Clerk#000000373,0,"ithely. unusual, express requests shall h"
3433574,50029,O,14807.57,1997-09-14,2-HIGH,Clerk#000000287,0,he foxes use quickly above the fluffily final deposits. th
4833344,46504,O,86986.64,1997-10-10,2-HIGH,Clerk#000000827,0,riously regular accounts snooze blithely. slyly regular pinto
1782272,50209,O,233159.54,1997-10-09,5-LOW,Clerk#000000128,0,ages use furiously ironi
1459782,136216,O,256607.35,1997-09-18,5-LOW,Clerk#000000903,0,pending requests: fluffily even deposits haggle furiously alongside of the bra
1416485,36278,O,146418.52,1997-10-18,5-LOW,Clerk#000000309,0, alongside of the quickl
1541895,43243,O,140992.74,1997-11-09,4-NOT SPECIFIED,Clerk#000000599,0,packages wake carefully flu
1687942,49312,O,93041.47,1997-10-03,5-LOW,Clerk#000000440,0,ggle slyly final asymptotes. carefully ironic ideas cajole slyly quick pack
1702694,39037,O,71309.84,1997-10-08,3-MEDIUM,Clerk#000000596,0,ld accounts against the furiously final deposits will have t
392291,34513,O,14459.87,1997-08-24,2-HIGH,Clerk#000000240,0, carefully ironically brave somas. ironic accounts are al
3920546,35440,O,244093.36,1997-10-26,4-NOT SPECIFIED,Clerk#000000059,0,"onic, regular packages according to the express foxes use furiously"
1908804,28921,O,71614.45,1997-10-18,1-URGENT,Clerk#000000733,0,y express instructions. deposits wake carefully slyly ruthle
350375,109984,O,35777.35,1997-09-28,5-LOW,Clerk#000000918,0,oxes. blithely unusual braids detect daringly slyly brave accoun
2045632,102397,O,292143.62,1997-09-27,5-LOW,Clerk#000000148,0,its affix according to the special escapade
4034887,2657,O,228645.61,1997-09-30,4-NOT SPECIFIED,Clerk#000000351,0,pecial asymptotes are carefully even dependencies. s
1935395,79333,O,166013.50,1997-09-25,4-NOT SPECIFIED,Clerk#000000376,0,its cajole slyly about the quickly bold accounts! slo
2203462,142985,O,22429.14,1997-11-24,2-HIGH,Clerk#000000522,0, slyly special requests breach furiously
4749030,102163,O,52450.65,1997-10-15,5-LOW,Clerk#000000051,0," waters nag blithely along the final, regular packages. bold deposits lose a"
4757505,108716,O,302214.66,1997-10-16,3-MEDIUM,Clerk#000000321,0,uests affix furiously. carefully special instructions wake slyly. fin
4303425,88267,O,138562.27,1997-09-10,3-MEDIUM,Clerk#000000009,0, ideas across the foxe
4403908,141322,O,277513.89,1997-10-01,3-MEDIUM,Clerk#000000622,0,ily ruthless dependencies wake furio
5045443,130630,O,304505.21,1997-09-24,5-LOW,Clerk#000000632,0,ep quickly. slyly e
4982086,99424,O,219039.79,1997-11-12,3-MEDIUM,Clerk#000000855,0,y bold accounts was. special
5316449,63389,O,221558.81,1997-10-27,4-NOT SPECIFIED,Clerk#000000301,0,re slyly express ideas. packages haggle. express pinto beans caj
2907462,90181,O,228997.76,1997-08-28,3-MEDIUM,Clerk#000000914,0,e asymptotes haggle blithely even excuses. expr
5307232,98371,O,119310.63,1997-12-21,5-LOW,Clerk#000000252,0,efully final accounts wake slyly a
5178688,57634,O,133077.55,1997-09-21,1-URGENT,Clerk#000000653,0,o the bold excuses are blithely along the furiously final deposits. fu
3448066,65485,O,235544.91,1997-11-05,1-URGENT,Clerk#000000967,0,"ic, unusual ideas. foxes above the furiousl"
3042788,78430,O,152677.36,1997-09-06,5-LOW,Clerk#000000100,0, foxes impress blithely always even req
3386983,48650,O,39623.40,1997-10-10,5-LOW,Clerk#000000479,0,"y. ironic, ironic requests after the ca"
1265189,7459,O,103855.62,1997-09-24,5-LOW,Clerk#000000576,0,s. furiously stealthy packages haggle blithely bold 
1656099,43435,O,234393.93,1997-12-10,2-HIGH,Clerk#000000584,0,y even packages boost quickly alo
5900162,26314,O,213706.06,1997-08-26,1-URGENT,Clerk#000000270,0,es behind the carefully bold deposits sleep furiously 
5536549,25585,O,98361.23,1997-10-04,5-LOW,Clerk#000000351,0,ctions. unusual deposits affix slyly even deposits. slyly bol
5519044,44225,O,270496.50,1997-11-03,1-URGENT,Clerk#000000051,0, asymptotes cajole quickly about the b
5791142,4168,O,172740.42,1997-12-16,5-LOW,Clerk#000000840,0,"the ironic, even deposits nag fluffily after the "
5755874,22678,O,71926.07,1997-09-03,3-MEDIUM,Clerk#000000771,0,st deposits. carefully final requests are. blithel
4566787,85090,O,69697.85,1997-11-17,4-NOT SPECIFIED,Clerk#000000169,0,ts use frets. slyly unusual ide
4270144,27704,O,128758.56,1997-09-28,3-MEDIUM,Clerk#000000379,0, fluffily slyly final ideas. slyly regular dependencies cajol
1102375,94798,O,86064.10,1997-11-01,5-LOW,Clerk#000000031,0," sheaves. express, final dependencies are ca"
4578657,123887,O,219788.55,1997-09-23,3-MEDIUM,Clerk#000000502,0, of the slyly even excuses. never even asymptotes cajole quickly r
4736583,147439,O,236607.17,1997-09-11,1-URGENT,Clerk#000000493,0,e carefully sometimes unusual inst
4684867,26773,O,196243.81,1997-10-12,2-HIGH,Clerk#000000030,0,its. blithely even packages sleep across the slyly final instructions. 
2513441,92390,O,199007.66,1997-09-04,4-NOT SPECIFIED,Clerk#000000395,0, carefully even requests cajole doggedly. tithes are s
5067974,51620,O,235615.86,1997-09-24,2-HIGH,Clerk#000000512,0,counts affix around the final pinto beans. even
5009571,28892,O,365836.85,1997-09-07,5-LOW,Clerk#000000344,0,mas alongside of the pending instructions boost furious
4348384,46778,O,123425.68,1997-09-11,5-LOW,Clerk#000000213,0,lar foxes. daring requests play. blithely express
4794567,147017,O,180295.69,1997-08-24,1-URGENT,Clerk#000000772,0, blithely at the bravely pending ac
4378278,109495,O,59359.69,1997-10-18,5-LOW,Clerk#000000438,0,ve the even asymptotes. bold ideas wake furio
2729218,124651,O,281720.54,1997-11-25,4-NOT SPECIFIED,Clerk#000000529,0,". blithely blithe patterns are express, final dependencies. sly"
5003714,50039,O,228685.59,1997-08-30,1-URGENT,Clerk#000000006,0,- furiously pending ideas afte
5073634,91654,O,91021.43,1997-09-03,1-URGENT,Clerk#000000530,0,sly pending requests: quickly regular requests wake about the ex
3514307,131392,O,178677.34,1997-10-28,2-HIGH,Clerk#000000550,0,aggle blithely. carefully special packages are blithely according
3534788,12322,O,135313.59,1997-12-11,1-URGENT,Clerk#000000925,0,"unusual, bold asympto"
3476705,124252,O,215234.35,1997-09-25,4-NOT SPECIFIED,Clerk#000000594,0,ajole against the blithely pending ideas. packages across the speci
4961671,88336,O,184758.88,1997-10-09,1-URGENT,Clerk#000000365,0,"ven accounts hinder furiously. unusual, special ideas"
1422471,91276,O,150425.41,1997-12-06,5-LOW,Clerk#000000876,0,g deposits sleep theodolites. slyly bold theodolites breach
1414148,114755,O,360910.38,1997-12-06,4-NOT SPECIFIED,Clerk#000000125,0,need to use. slyly express frets are after the furiously unusual id
1495168,51698,O,58181.79,1997-11-26,4-NOT SPECIFIED,Clerk#000000809,0,jole carefully among the pending excuses. requests poach bl
1768484,114505,O,258174.12,1997-10-14,5-LOW,Clerk#000000716,0,"es. carefully pending requests sleep slyly silent, thin "
1617572,142849,O,98243.18,1997-10-24,2-HIGH,Clerk#000000095,0,gularly express requests integrate 
4599622,98105,O,181425.63,1997-09-07,4-NOT SPECIFIED,Clerk#000000199,0,ously pending foxes by the even pearls detect blithely final accounts.
1670887,33868,O,145908.27,1997-11-02,3-MEDIUM,Clerk#000000356,0,s. express requests haggle bli
4478182,13654,O,184505.70,1997-11-16,2-HIGH,Clerk#000000278,0,le furiously. fluffily ironic foxes cajole fur
3064480,135880,O,283705.69,1997-09-10,1-URGENT,Clerk#000000269,0,idly dogged packages sleep blithely regular requests. quietly unusual dol
1535616,141127,O,196514.21,1997-09-02,3-MEDIUM,Clerk#000000131,0,y ironic instructions. furiously special asymptotes use care
2555266,98671,O,6463.21,1997-09-20,4-NOT SPECIFIED,Clerk#000000170,0,r packages. foxes use. carefully pending excuses between the frays use
4414406,146566,O,240077.46,1997-10-19,1-URGENT,Clerk#000000575,0,its do integrate carefully to 
380288,123778,O,228844.63,1997-09-30,2-HIGH,Clerk#000000722,0,sts sleep carefully pe
2051744,105847,O,159254.63,1997-09-28,3-MEDIUM,Clerk#000000067,0,etect slyly accounts
5806112,49016,O,240914.74,1997-09-16,4-NOT SPECIFIED,Clerk#000000349,0, evenly. even packages haggle furiously slyly pending foxes. regular
2179267,29261,O,217855.79,1997-10-01,5-LOW,Clerk#000000504,0,ronic packages affix slyly after the furiously even requests. fluffi
5460996,126464,O,328915.74,1997-09-25,5-LOW,Clerk#000000501,0,ests solve carefully above the regular foxes. blithely r
5447270,71029,O,235452.05,1997-10-21,3-MEDIUM,Clerk#000000101,0,long the furiously reg
4058880,75808,O,92790.64,1997-09-17,1-URGENT,Clerk#000000177,0,es wake carefully. blithely regular deposits sleep. blithely ironi
586051,131482,O,78933.57,1997-10-21,2-HIGH,Clerk#000000796,0, against the express deposits sleep quickly about the fur
1396384,97153,O,203142.36,1997-11-04,5-LOW,Clerk#000000211,0, the instructions. furiously special
4341285,39280,O,159088.73,1997-10-16,3-MEDIUM,Clerk#000000695,0,theodolites are slyly final dependencies. slyly regular theodolites ab
5084294,24871,O,258232.46,1997-12-13,5-LOW,Clerk#000000973,0,unts nag among the accounts. carefully even requests haggle blithely above the
1335842,64285,O,33524.90,1997-11-13,2-HIGH,Clerk#000000175,0, ironic deposits use. slyly special instructio
1748868,120668,O,283462.22,1997-09-18,2-HIGH,Clerk#000000130,0,ccording to the furiously unusual frets. ironic theodolites nag qu
1235424,130660,O,171862.35,1997-10-13,1-URGENT,Clerk#000000320,0, after the carefully silent packages. q
177218,134446,O,92309.81,1997-09-18,4-NOT SPECIFIED,Clerk#000000043,0,"sual, silent ideas wake carefully alongside of "
274470,31012,O,60941.16,1997-11-11,1-URGENT,Clerk#000000379,0,slowly regular pinto beans against the even requests us
1753287,120401,O,188540.21,1997-12-18,3-MEDIUM,Clerk#000000730,0, requests. thinly final excuses according to the final courts
3257122,23851,O,211726.37,1997-09-26,1-URGENT,Clerk#000000750,0,ly close theodolites. excuses run furiously silent
2099332,21310,O,279847.50,1997-10-12,2-HIGH,Clerk#000000046,0,"al waters after the even, even accounts haggle blithely amon"
4842564,91124,O,349949.26,1997-11-17,1-URGENT,Clerk#000000594,0,ic packages haggle carefully. 
3348582,138070,O,256317.70,1997-09-28,2-HIGH,Clerk#000000087,0,nto beans above the p
1836294,54722,O,205895.90,1997-11-14,2-HIGH,Clerk#000000976,0,ts detect fluffily furiously regular accoun
1771044,11990,O,145700.71,1997-10-10,2-HIGH,Clerk#000000403,0,blithely ironic dependencies. ironic deposi
4604644,40933,O,295787.61,1997-08-28,5-LOW,Clerk#000000106,0,g requests around the express req
410853,59993,O,304526.60,1997-09-24,4-NOT SPECIFIED,Clerk#000000108,0,le quickly slyly regular req
2683264,77155,O,304495.48,1997-12-01,3-MEDIUM,Clerk#000000803,0,ggle furiously ironic requ
3306242,111160,O,187182.65,1997-09-08,5-LOW,Clerk#000000395,0,. furiously regular foxes across the sl
4050947,70393,O,273440.66,1997-08-30,4-NOT SPECIFIED,Clerk#000000579,0,"l foxes. unusual, careful deposits are "
3864998,50660,O,267044.80,1997-09-14,5-LOW,Clerk#000000139,0,slyly even excuses are slyl
4800422,89366,O,128074.74,1997-12-07,5-LOW,Clerk#000000466,0,thinly furiously even accounts; permanent ideas nag f
5413219,19786,O,166059.40,1997-12-15,5-LOW,Clerk#000000485,0,regular accounts run slyly fu
4812869,31804,O,158542.27,1997-10-18,2-HIGH,Clerk#000000597,0, sleep into the realms! carefully unusual theodolites across the c
2567265,23549,O,205590.70,1997-11-02,3-MEDIUM,Clerk#000000804,0,onic deposits. careful
4810438,64178,O,253696.89,1997-11-30,1-URGENT,Clerk#000000415,0, pending platelets detect quickl
2976774,144016,O,261513.59,1997-11-24,1-URGENT,Clerk#000000609,0,ackages according to the blithe instructions cajole 
5734214,104191,O,190444.54,1997-10-05,3-MEDIUM,Clerk#000000749,0,ross the slyly even requests
4774689,83773,O,196503.35,1997-11-15,4-NOT SPECIFIED,Clerk#000000213,0,ully unusual attainments. dependencies are blithely bl
4135009,117563,O,26313.23,1997-12-09,4-NOT SPECIFIED,Clerk#000000198,0, packages. requests are inside the blithely final requests-- even pinto be
763078,91603,O,29927.83,1997-10-01,4-NOT SPECIFIED,Clerk#000000927,0,"uses. pending, bold accounts cajole"
5070981,147811,O,311490.86,1997-11-01,5-LOW,Clerk#000000469,0,"cording to the even, regular packages. blithe"
2326592,134659,O,306432.03,1997-09-13,3-MEDIUM,Clerk#000000753,0,"quests. bold, even accounts above t"
2203814,55250,O,129581.20,1997-09-06,3-MEDIUM,Clerk#000000384,0,"usly regular ideas. ruthless deposits boost. even, regular instructions hagg"
4788192,9035,O,221846.64,1997-10-19,1-URGENT,Clerk#000000275,0,y regular excuses are after the ironic requests. regular accounts serve 
5655142,43118,O,283199.46,1997-09-28,4-NOT SPECIFIED,Clerk#000000035,0,equests. quickly bold theodolites sleep slyly above the blithely
4645154,131470,O,86607.96,1997-11-15,3-MEDIUM,Clerk#000000255,0,pecial requests. furiously regular asymptotes integrate against the bl
4988324,76852,O,236682.77,1997-11-25,1-URGENT,Clerk#000000108,0, players nag fluffily final warhorses. furiously special deposits 
1221536,124175,O,171090.49,1997-12-06,3-MEDIUM,Clerk#000000993,0,ual requests integrate. fluffily final acco
5537095,87944,O,207375.75,1997-11-23,3-MEDIUM,Clerk#000000174,0, haggle furiously. even packages against the sp
302790,12710,O,131842.61,1997-11-07,5-LOW,Clerk#000000522,0,uctions wake past the foxes: special pinto beans haggle slyly
5491012,11218,O,281225.24,1997-10-28,4-NOT SPECIFIED,Clerk#000000465,0,are fluffily. blithely final instr
685344,80333,O,35765.44,1997-08-08,5-LOW,Clerk#000000144,0,ily silent instructions. furiously i
1583075,61786,O,65976.84,1997-12-18,2-HIGH,Clerk#000000702,0, final packages wake car
5008513,51778,O,187514.54,1997-08-17,3-MEDIUM,Clerk#000000394,0,out the slyly regular sheaves. regular requests haggle alongside of the 
1382368,53705,O,173331.09,1997-08-11,4-NOT SPECIFIED,Clerk#000000003,0,"pending requests. regular, regular accounts"
5210567,53161,O,193107.44,1997-11-04,5-LOW,Clerk#000000122,0,"blithely bold, bold theodolites. carefu"
952422,144500,O,212172.36,1997-09-16,4-NOT SPECIFIED,Clerk#000000571,0,"cuses hang final, final pac"
4242849,140161,O,267010.16,1997-09-12,1-URGENT,Clerk#000000376,0,hinly express requests are blithel
5289666,3842,O,268252.11,1997-12-03,1-URGENT,Clerk#000000771,0,ironic dependencies to the ideas nag carefully slyly exp
4311713,34477,O,68302.21,1997-11-05,2-HIGH,Clerk#000000231,0,egular sauternes unwind fluffily express requests. carefully regular ide
3897861,86545,O,102559.74,1997-09-24,1-URGENT,Clerk#000000026,0,posits cajole. foxes are furiously. slyly f
1203619,114277,O,72813.37,1997-11-26,1-URGENT,Clerk#000000859,0,furiously. ironic foxes haggle quickly regular packages. blithel
1421888,89021,O,239849.65,1997-10-01,3-MEDIUM,Clerk#000000890,0,cajole quickly alongside of the blithely unusual courts. slyly ironic requests
4819008,132022,O,203737.85,1997-12-06,3-MEDIUM,Clerk#000000476,0,"he final, dogged instructions. slyly fi"
1834566,26590,O,151549.05,1997-09-26,4-NOT SPECIFIED,Clerk#000000036,0,"ideas. silent, express ac"
5690951,101212,O,95664.02,1997-12-17,1-URGENT,Clerk#000000207,0,ully express deposits haggle quickly slyly final 
3000640,73483,O,231913.88,1997-12-07,3-MEDIUM,Clerk#000000099,0,otornis use slyly slyly blithe sheaves. furiousl
4456674,35875,O,136300.35,1997-08-27,4-NOT SPECIFIED,Clerk#000000844,0,unts. special packages wake ev
5840387,90427,O,118003.87,1997-09-15,2-HIGH,Clerk#000000035,0,egrate above the pendin
5327750,53461,O,43932.77,1997-10-17,2-HIGH,Clerk#000000824,0,s. blithely ironic waters cajole fur
1325316,102583,O,199087.71,1997-10-20,1-URGENT,Clerk#000000239,0,ironic ideas poach blith
1271879,116443,O,290774.37,1997-09-10,4-NOT SPECIFIED,Clerk#000000346,0,leep carefully. furiously pending excuses at the
3001859,25361,O,274080.37,1997-10-05,1-URGENT,Clerk#000000285,0,ilent accounts. pending requests wake against th
4259716,88508,O,283512.11,1997-09-12,2-HIGH,Clerk#000000231,0,sits. carefully ironic excuses are 
