P_PARTKEY,P_NAME,P_MFGR,P_BRAND,P_TYPE,P_SIZE,P_CONTAINER,P_RETAILPRICE,P_COMMENT
174500,slate floral puff goldenrod papaya,Manufacturer#3,Brand#34,LARGE PLATED COPPER,5,SM CAN,1574.50,"usly. final, "
70834,purple spring frosted orchid antique,Manufacturer#1,Brand#12,LARGE POLISHED COPPER,9,WRAP CASE,1804.83, slyly unusual dugo
123671,lavender lime khaki puff blanched,Manufacturer#3,Brand#31,STANDARD PLATED NICKEL,33,LG JAR,1694.67, regula
35393,orchid smoke lavender indian powder,Manufacturer#3,Brand#35,LARGE POLISHED STEEL,17,SM PACK,1328.39, bold depos
22185,dodger blanched wheat drab peru,Manufacturer#3,Brand#32,PROMO PLATED COPPER,20,JUMBO PACK,1107.18,efully blithely fi
102136,lemon almond burnished turquoise lace,Manufacturer#3,Brand#31,MEDIUM BURNISHED COPPER,42,LG DRUM,1138.13, accounts ar
138117,hot olive peru goldenrod snow,Manufacturer#3,Brand#31,MEDIUM BURNISHED TIN,27,JUMBO CAN,1155.11,ackages wake alon
18855,metallic grey saddle blanched dodger,Manufacturer#3,Brand#33,PROMO BRUSHED NICKEL,2,WRAP JAR,1773.85,ctions according to th
160736,peru drab firebrick coral sienna,Manufacturer#2,Brand#22,PROMO BURNISHED COPPER,34,MED JAR,1796.73,ly. special f
7251,navy medium drab snow khaki,Manufacturer#2,Brand#24,LARGE PLATED TIN,49,JUMBO DRUM,1158.25,e blithely final depos
32722,slate blue mint burlywood beige,Manufacturer#2,Brand#25,ECONOMY PLATED COPPER,50,LG PKG,1654.72, beans. fluf
103540,antique chiffon drab beige rose,Manufacturer#5,Brand#52,ECONOMY ANODIZED STEEL,26,JUMBO JAR,1543.54,ggle fluffily. f
22356,royal pale violet rosy papaya,Manufacturer#5,Brand#53,ECONOMY POLISHED COPPER,12,WRAP JAR,1278.35,ions are a
73959,deep azure green rosy mint,Manufacturer#5,Brand#55,SMALL ANODIZED TIN,15,WRAP PACK,1932.95,into bea
173040,linen blue puff dark orchid,Manufacturer#4,Brand#45,MEDIUM ANODIZED COPPER,33,JUMBO BAG,1113.04, quickly slyly dogg
124506,beige peru spring purple slate,Manufacturer#3,Brand#35,SMALL BRUSHED NICKEL,50,JUMBO PACK,1530.50, furiously 
95319,forest blue lawn moccasin sandy,Manufacturer#5,Brand#54,LARGE PLATED BRASS,17,SM PKG,1314.31,usly ir
41551,khaki indian steel forest drab,Manufacturer#3,Brand#34,PROMO PLATED COPPER,41,MED CAN,1492.55,regular packa
188641,beige khaki seashell blue tan,Manufacturer#4,Brand#45,ECONOMY PLATED NICKEL,2,JUMBO DRUM,1729.64,bout the caref
161414,steel rose dark brown azure,Manufacturer#3,Brand#35,ECONOMY PLATED BRASS,10,JUMBO DRUM,1475.41,ccoun
100110,violet forest steel chocolate sienna,Manufacturer#3,Brand#31,PROMO PLATED NICKEL,20,SM PACK,1110.11,"pending,"
67525,dark saddle magenta moccasin puff,Manufacturer#3,Brand#32,ECONOMY BRUSHED BRASS,46,MED BOX,1492.52, acco
197465,chiffon turquoise red sky white,Manufacturer#1,Brand#13,STANDARD BURNISHED BRASS,48,JUMBO JAR,1562.46,n requests na
19860,indian burnished yellow white sandy,Manufacturer#5,Brand#53,ECONOMY BRUSHED NICKEL,4,LG JAR,1779.86,sly regular
142182,thistle burlywood mint black chocolate,Manufacturer#1,Brand#11,PROMO BRUSHED NICKEL,49,MED PACK,1224.18,according to t
23348,khaki mint forest violet smoke,Manufacturer#4,Brand#41,SMALL PLATED STEEL,40,JUMBO DRUM,1271.34,ial reques
34,khaki steel rose ghost salmon,Manufacturer#1,Brand#13,LARGE BRUSHED STEEL,8,JUMBO BOX,934.03,riously ironic
14792,forest indian khaki green cream,Manufacturer#2,Brand#24,ECONOMY POLISHED BRASS,17,WRAP PKG,1706.79,e quickly f
71593,turquoise frosted lime thistle sandy,Manufacturer#5,Brand#52,MEDIUM POLISHED STEEL,41,SM JAR,1564.59,sly slyly pending pi
4063,hot drab pink pale burnished,Manufacturer#5,Brand#54,ECONOMY ANODIZED NICKEL,24,LG PACK,967.06, excuse
125092,floral azure cyan burlywood spring,Manufacturer#3,Brand#33,ECONOMY POLISHED STEEL,5,WRAP JAR,1117.09,ts haggle quickly abo
13355,mint hot dodger lime orange,Manufacturer#1,Brand#14,ECONOMY BURNISHED NICKEL,50,JUMBO BAG,1268.35,iresias x-ray bli
4700,snow bisque spring lime orchid,Manufacturer#4,Brand#42,LARGE PLATED BRASS,20,SM DRUM,1604.70,dolites according 
31800,dodger white peru blue ghost,Manufacturer#3,Brand#35,MEDIUM POLISHED BRASS,31,LG BAG,1731.80,. furiously unusual 
155169,lemon pink coral navy blush,Manufacturer#1,Brand#11,STANDARD BURNISHED STEEL,7,MED PACK,1224.16,"t slyly ideas. even, f"
181872,orange navy forest violet medium,Manufacturer#5,Brand#53,STANDARD POLISHED BRASS,27,WRAP CAN,1953.87,s boost
43939,mint beige burnished peach moccasin,Manufacturer#4,Brand#43,LARGE PLATED COPPER,36,WRAP BAG,1882.93,"kly. regular, "
145985,orchid beige burlywood blue moccasin,Manufacturer#3,Brand#32,ECONOMY BRUSHED TIN,48,MED CAN,2030.98,cial courts. ironic i
161792,steel salmon beige puff midnight,Manufacturer#3,Brand#32,STANDARD PLATED NICKEL,41,LG JAR,1853.79,ronic 
146305,sienna green pink medium almond,Manufacturer#4,Brand#42,STANDARD BURNISHED STEEL,34,LG DRUM,1351.30,yly regu
57770,magenta violet mint olive drab,Manufacturer#3,Brand#34,SMALL BURNISHED TIN,28,LG CAN,1727.77,ar dependencies k
172042,navajo dodger indian royal seashell,Manufacturer#5,Brand#54,ECONOMY POLISHED STEEL,32,MED PACK,1114.04,t the accounts. d
17806,beige brown burnished tan grey,Manufacturer#3,Brand#34,MEDIUM BURNISHED STEEL,39,MED DRUM,1723.80,"onic, regular requ"
8391,cyan pale blanched violet olive,Manufacturer#4,Brand#41,SMALL POLISHED STEEL,17,MED BOX,1299.39,ithely silent foxes. i
167776,almond purple snow tomato aquamarine,Manufacturer#3,Brand#33,MEDIUM ANODIZED COPPER,6,WRAP CAN,1843.77,s. carefully 
9477,midnight moccasin grey gainsboro purple,Manufacturer#4,Brand#43,MEDIUM PLATED STEEL,32,SM CAN,1386.47,odolite
58932,blanched magenta yellow lace seashell,Manufacturer#2,Brand#25,ECONOMY BURNISHED STEEL,28,JUMBO PACK,1890.93,as sleep quickly arou
126727,almond lawn ivory orchid moccasin,Manufacturer#5,Brand#54,MEDIUM POLISHED BRASS,24,WRAP JAR,1753.72,arefully silent ti
197217,sandy honeydew chartreuse drab tomato,Manufacturer#4,Brand#42,PROMO POLISHED NICKEL,32,SM PACK,1314.21,lithely even dolphins 
141330,blue green lawn tan coral,Manufacturer#2,Brand#24,PROMO POLISHED TIN,46,LG PKG,1371.33,c decoy
41214,mint azure blush grey metallic,Manufacturer#3,Brand#34,MEDIUM PLATED COPPER,6,JUMBO CASE,1155.21,furiousl
22077,white thistle green tomato steel,Manufacturer#4,Brand#44,PROMO BRUSHED TIN,16,SM BAG,999.07,osits doze
147535,blue blanched royal burnished cornflower,Manufacturer#4,Brand#45,MEDIUM BRUSHED STEEL,50,WRAP DRUM,1582.53,"s, final grouch"
93621,gainsboro metallic cyan pink rosy,Manufacturer#2,Brand#25,STANDARD PLATED BRASS,45,MED JAR,1614.62, express patterns w
137841,lime peru bisque deep violet,Manufacturer#5,Brand#52,PROMO ANODIZED TIN,46,JUMBO PACK,1878.84,gside of the blit
2244,plum cyan linen lavender navajo,Manufacturer#2,Brand#23,STANDARD PLATED COPPER,7,SM DRUM,1146.24,ole along the p
141108,royal deep goldenrod burlywood linen,Manufacturer#5,Brand#52,ECONOMY BRUSHED COPPER,27,LG BAG,1149.10,quickly blit
23009,rosy tomato slate navajo powder,Manufacturer#4,Brand#44,PROMO PLATED BRASS,22,MED BOX,932.00,nusual de
70850,honeydew goldenrod deep lace ghost,Manufacturer#3,Brand#33,MEDIUM PLATED NICKEL,42,MED BAG,1820.85,the si
123090,tomato peru aquamarine smoke medium,Manufacturer#5,Brand#55,SMALL PLATED BRASS,20,WRAP BAG,1113.09,al req
135187,rosy puff turquoise indian tomato,Manufacturer#1,Brand#14,PROMO BRUSHED NICKEL,27,JUMBO PACK,1222.18,cording to the even r
138297,hot burlywood magenta bisque linen,Manufacturer#1,Brand#11,STANDARD ANODIZED NICKEL,8,MED CAN,1335.29,l foxes need
105716,mint honeydew forest frosted drab,Manufacturer#5,Brand#52,SMALL POLISHED NICKEL,37,MED JAR,1721.71,uriously sly
175809,bisque orchid spring cream cornflower,Manufacturer#1,Brand#13,MEDIUM PLATED COPPER,20,LG PACK,1884.80,s wake blith
150586,peach cream brown spring linen,Manufacturer#2,Brand#25,LARGE BRUSHED BRASS,43,MED JAR,1636.58,hely regular ideas.
122779,firebrick turquoise papaya green royal,Manufacturer#5,Brand#53,STANDARD ANODIZED COPPER,47,SM CASE,1801.77,ly furiously idle pa
53955,linen yellow beige peru maroon,Manufacturer#5,Brand#54,MEDIUM ANODIZED TIN,12,LG BAG,1908.95,count
82219,cornflower magenta turquoise beige dark,Manufacturer#3,Brand#34,LARGE BRUSHED STEEL,10,MED BOX,1201.21,ithely unu
73514,metallic medium rosy navy seashell,Manufacturer#4,Brand#44,PROMO BURNISHED STEEL,50,JUMBO BOX,1487.51,ronic pinto beans
192659,plum midnight white honeydew brown,Manufacturer#3,Brand#31,STANDARD POLISHED COPPER,38,SM CAN,1751.65,ly even pearls. asymp
41261,saddle navajo tan sky powder,Manufacturer#4,Brand#43,LARGE POLISHED BRASS,49,LG JAR,1202.26,etly reg
135241,wheat drab lace green indian,Manufacturer#1,Brand#11,LARGE ANODIZED BRASS,3,JUMBO CASE,1276.24,e packages among th
160059,orange chocolate turquoise peru brown,Manufacturer#2,Brand#21,MEDIUM BRUSHED COPPER,24,SM DRUM,1119.05, ironic accounts. gi
5710,misty steel peach medium indian,Manufacturer#1,Brand#14,ECONOMY PLATED NICKEL,12,SM PKG,1615.71,ely packages. quiet
8901,medium dim frosted violet slate,Manufacturer#3,Brand#32,ECONOMY POLISHED TIN,38,SM CAN,1809.90,l ideas wake slyl
161483,tomato hot chiffon sandy peach,Manufacturer#2,Brand#21,LARGE BURNISHED STEEL,41,SM BAG,1544.48,sts wake after the
140372,spring thistle tomato violet royal,Manufacturer#4,Brand#44,SMALL BRUSHED COPPER,16,SM JAR,1412.37,ntain quickly r
31948,royal antique bisque sienna dark,Manufacturer#1,Brand#15,STANDARD BRUSHED STEEL,37,MED BOX,1879.94,ckages. furio
85300,brown hot dark steel chocolate,Manufacturer#2,Brand#23,LARGE ANODIZED STEEL,48,MED CASE,1285.30,lithely furiousl
115214,deep almond azure thistle coral,Manufacturer#4,Brand#42,STANDARD BRUSHED BRASS,44,WRAP BAG,1229.21,g to the pendin
194948,maroon lemon orchid white chocolate,Manufacturer#2,Brand#24,ECONOMY ANODIZED TIN,47,LG JAR,2042.94,eposits. qui
198636,lime seashell ivory lavender puff,Manufacturer#3,Brand#31,PROMO POLISHED BRASS,50,SM BOX,1734.63, around the blithely r
14952,smoke forest hot rose dim,Manufacturer#3,Brand#31,SMALL PLATED STEEL,34,WRAP PKG,1866.95,final theodolites ab
187790,almond brown cream blanched peach,Manufacturer#4,Brand#41,SMALL POLISHED TIN,27,JUMBO BOX,1877.79,ll sleep furiousl
16159,spring coral medium mint cream,Manufacturer#3,Brand#34,SMALL PLATED STEEL,35,JUMBO PKG,1075.15,lyly fluffily eve
33264,thistle pale moccasin turquoise gainsboro,Manufacturer#4,Brand#41,PROMO ANODIZED TIN,3,MED BAG,1197.26,lar accounts accord
154616,coral royal brown cornflower bisque,Manufacturer#1,Brand#15,PROMO ANODIZED TIN,20,SM BOX,1670.61,l Tiresias wake. sly
24933,peru dodger goldenrod magenta midnight,Manufacturer#3,Brand#35,LARGE BRUSHED BRASS,18,WRAP BAG,1857.93,fily f
91005,almond smoke lavender dark seashell,Manufacturer#3,Brand#31,MEDIUM PLATED COPPER,27,WRAP DRUM,996.00,eans could
31792,khaki beige drab ivory rosy,Manufacturer#5,Brand#51,SMALL PLATED BRASS,21,JUMBO JAR,1723.79,lar courts 
126293,magenta khaki drab seashell peach,Manufacturer#2,Brand#24,ECONOMY BURNISHED BRASS,45,WRAP BOX,1319.29,ies sleep bravely
102832,drab sienna thistle wheat lemon,Manufacturer#4,Brand#45,SMALL ANODIZED COPPER,33,SM PKG,1834.83,sts are b
166187,lawn cornsilk royal lace floral,Manufacturer#1,Brand#13,PROMO POLISHED STEEL,14,WRAP DRUM,1253.18,carefully. furiously i
135586,honeydew antique steel chocolate maroon,Manufacturer#2,Brand#25,STANDARD PLATED STEEL,47,WRAP CAN,1621.58,out the foxes wake qui
177085,sandy dark bisque midnight sienna,Manufacturer#1,Brand#12,STANDARD POLISHED STEEL,7,MED CAN,1162.08,inal deposits wak
27440,light bisque chartreuse almond black,Manufacturer#3,Brand#34,LARGE PLATED BRASS,7,JUMBO JAR,1367.44,"r, regular pi"
49025,white linen sky green goldenrod,Manufacturer#3,Brand#32,STANDARD BURNISHED BRASS,34,MED JAR,974.02, integrat
39466,turquoise papaya seashell orange goldenrod,Manufacturer#3,Brand#32,STANDARD POLISHED STEEL,24,MED CASE,1405.46,ages 
150854,sky violet drab rose indian,Manufacturer#2,Brand#22,STANDARD ANODIZED BRASS,35,WRAP PACK,1904.85,ding packages. p
133989,frosted black puff coral blue,Manufacturer#3,Brand#35,SMALL POLISHED COPPER,2,SM DRUM,2022.98,uiet foxe
153676,salmon gainsboro rosy snow green,Manufacturer#4,Brand#41,LARGE BURNISHED NICKEL,37,SM JAR,1729.67,ld dep
107591,chartreuse lawn khaki tomato sienna,Manufacturer#4,Brand#45,PROMO BURNISHED STEEL,8,WRAP CASE,1598.59,l theodolites. th
90422,pink navy maroon mint linen,Manufacturer#2,Brand#24,MEDIUM BURNISHED NICKEL,37,JUMBO CAN,1412.42,efully bli
143788,white metallic coral burnished misty,Manufacturer#4,Brand#42,STANDARD BRUSHED BRASS,25,LG PACK,1831.78,"e pending, even reques"
35589,hot midnight chartreuse black burlywood,Manufacturer#4,Brand#42,MEDIUM BRUSHED STEEL,47,WRAP BOX,1524.58,packa
192047,pink lavender mint frosted dark,Manufacturer#3,Brand#32,LARGE BRUSHED TIN,20,LG CASE,1139.04,"s mold. regular, regul"
147089,light frosted magenta ghost honeydew,Manufacturer#5,Brand#51,PROMO BRUSHED BRASS,3,JUMBO CASE,1136.08,the iro
106410,violet lace sandy midnight dim,Manufacturer#4,Brand#45,SMALL BURNISHED STEEL,29,JUMBO PACK,1416.41,oost alongside of
110811,seashell powder cyan red goldenrod,Manufacturer#4,Brand#42,SMALL PLATED TIN,1,JUMBO BOX,1821.81, packages maintai
193879,spring peach mint orchid medium,Manufacturer#5,Brand#55,MEDIUM POLISHED STEEL,27,JUMBO PKG,1972.87,ongside of
47114,lavender blanched dodger turquoise cyan,Manufacturer#1,Brand#15,MEDIUM PLATED COPPER,41,JUMBO CASE,1061.11,ully even dependen
128549,azure orchid indian frosted antique,Manufacturer#4,Brand#44,STANDARD BRUSHED STEEL,17,WRAP BOX,1577.54,yly regular ideas 
175257,ivory blanched chartreuse navy gainsboro,Manufacturer#3,Brand#33,SMALL PLATED NICKEL,36,SM CAN,1332.25,unusu
148224,papaya frosted khaki olive peru,Manufacturer#2,Brand#25,MEDIUM BRUSHED NICKEL,28,SM BOX,1272.22,endenci
67368,powder ghost saddle dim peru,Manufacturer#4,Brand#41,ECONOMY PLATED TIN,10,MED DRUM,1335.36,nal ideas 
20096,lemon lime blue dark khaki,Manufacturer#2,Brand#25,STANDARD ANODIZED COPPER,50,MED JAR,1016.09, requests. blithely b
3329,goldenrod beige turquoise linen almond,Manufacturer#4,Brand#45,MEDIUM BURNISHED STEEL,20,JUMBO BOX,1232.32, haggle furious
148116,aquamarine forest lime deep blanched,Manufacturer#5,Brand#55,PROMO BRUSHED STEEL,5,SM DRUM,1164.11,gedly 
158706,navajo bisque lace turquoise papaya,Manufacturer#2,Brand#23,ECONOMY ANODIZED COPPER,26,MED DRUM,1764.70,ourts are 
181722,blue lawn bisque lime drab,Manufacturer#5,Brand#55,STANDARD BURNISHED NICKEL,7,MED CAN,1803.72,ans. blit
156898,antique moccasin turquoise pink grey,Manufacturer#2,Brand#22,MEDIUM BRUSHED COPPER,45,SM BOX,1954.89,n theodolites. carefu
191636,powder lemon royal snow dim,Manufacturer#1,Brand#13,MEDIUM BURNISHED STEEL,16,WRAP CASE,1727.63,after the
170340,gainsboro sky magenta thistle chartreuse,Manufacturer#3,Brand#31,SMALL BURNISHED COPPER,8,MED CAN,1410.34,even theodoli
155465,seashell chartreuse slate brown white,Manufacturer#3,Brand#34,MEDIUM POLISHED STEEL,12,WRAP JAR,1520.46,sly bold dep
193501,almond puff misty cream brown,Manufacturer#1,Brand#15,ECONOMY POLISHED BRASS,24,JUMBO BAG,1594.50,es. platelets are sil
57486,yellow peach chartreuse papaya sky,Manufacturer#1,Brand#11,PROMO PLATED STEEL,7,WRAP PACK,1443.48, about th
10215,burnished cream black floral azure,Manufacturer#1,Brand#11,MEDIUM PLATED STEEL,29,MED PACK,1125.21,onic warhorses haggl
102555,aquamarine lime blush saddle white,Manufacturer#3,Brand#31,SMALL BURNISHED NICKEL,5,JUMBO DRUM,1557.55,. blithel
3650,lace khaki chiffon plum frosted,Manufacturer#5,Brand#52,STANDARD ANODIZED TIN,27,LG BAG,1553.65,ess platelets hagg
112994,magenta green purple rose lemon,Manufacturer#1,Brand#13,STANDARD BURNISHED NICKEL,29,SM CAN,2006.99, bold a
39028,purple navajo honeydew burnished black,Manufacturer#3,Brand#33,STANDARD PLATED BRASS,7,JUMBO CAN,967.02,c requ
135517,chiffon rosy burlywood lime seashell,Manufacturer#5,Brand#51,LARGE BURNISHED STEEL,19,JUMBO PKG,1552.51,carefully even ac
1469,violet spring aquamarine cream sky,Manufacturer#3,Brand#35,SMALL ANODIZED NICKEL,12,SM DRUM,1370.46, package
87705,firebrick floral purple drab frosted,Manufacturer#3,Brand#32,ECONOMY BURNISHED STEEL,28,WRAP JAR,1692.70,ithely eve
1649,seashell cornflower smoke midnight white,Manufacturer#5,Brand#54,LARGE ANODIZED BRASS,49,MED CASE,1550.64,ometimes
33206,linen peru dodger floral seashell,Manufacturer#3,Brand#32,PROMO ANODIZED NICKEL,17,SM JAR,1139.20,e around 
53401,cream navy deep dodger cyan,Manufacturer#1,Brand#12,STANDARD BURNISHED COPPER,37,WRAP PACK,1354.40,ions; bold foxes
21661,linen hot snow chartreuse azure,Manufacturer#2,Brand#21,SMALL BURNISHED TIN,18,SM CAN,1582.66,eodolites; furio
136323,frosted sky aquamarine chocolate powder,Manufacturer#3,Brand#34,SMALL BRUSHED STEEL,40,JUMBO JAR,1359.32,se requests wake
145769,puff sandy burnished dodger dark,Manufacturer#3,Brand#31,SMALL BURNISHED NICKEL,24,MED PKG,1814.76,accordi
153133,lavender cream indian hot goldenrod,Manufacturer#1,Brand#15,MEDIUM BURNISHED STEEL,24,MED PACK,1186.13,slyly unus
44528,papaya lace grey lavender blue,Manufacturer#5,Brand#55,ECONOMY ANODIZED STEEL,12,SM DRUM,1472.52,silent foxes wake even
88763,pink steel olive powder spring,Manufacturer#5,Brand#53,STANDARD BURNISHED NICKEL,4,WRAP JAR,1751.76,snooze carefully 
51489,orchid honeydew cornflower burlywood seashell,Manufacturer#1,Brand#14,SMALL ANODIZED BRASS,12,MED BOX,1440.48,l dependenci
38901,black frosted hot pale beige,Manufacturer#1,Brand#11,MEDIUM ANODIZED BRASS,29,MED JAR,1839.90, requests sleep quickl
175701,sandy saddle blanched floral khaki,Manufacturer#1,Brand#12,LARGE POLISHED COPPER,35,SM BOX,1776.70,across th
51335,royal pale midnight brown floral,Manufacturer#2,Brand#25,MEDIUM BURNISHED STEEL,36,WRAP DRUM,1286.33,nal foxes 
43449,honeydew dim slate indian lavender,Manufacturer#4,Brand#44,PROMO PLATED COPPER,29,SM BOX,1392.44, are with
170525,turquoise firebrick grey black azure,Manufacturer#5,Brand#54,SMALL POLISHED TIN,35,JUMBO DRUM,1595.52,special deposits boos
55026,black blanched plum forest indian,Manufacturer#1,Brand#13,PROMO PLATED BRASS,2,MED CASE,981.02,es. slyly un
88537,sandy linen lawn maroon red,Manufacturer#4,Brand#45,STANDARD BURNISHED TIN,6,WRAP PKG,1525.53,onic requests 
170911,hot sky sandy saddle salmon,Manufacturer#5,Brand#54,STANDARD PLATED COPPER,11,JUMBO CAN,1981.91,. blithely
44234,lime red plum turquoise sandy,Manufacturer#1,Brand#15,SMALL POLISHED TIN,33,MED JAR,1178.23,l epitaphs s
60149,tan puff blanched wheat green,Manufacturer#5,Brand#54,STANDARD BURNISHED TIN,43,MED PKG,1109.14,eposits haggle 
67678,cornflower goldenrod metallic forest rose,Manufacturer#5,Brand#51,SMALL PLATED NICKEL,2,JUMBO CASE,1645.67,ve bl
52745,aquamarine antique goldenrod sky navajo,Manufacturer#1,Brand#11,ECONOMY POLISHED COPPER,6,WRAP PACK,1697.74,ndencies are.
65418,plum spring tan yellow ivory,Manufacturer#3,Brand#33,LARGE POLISHED TIN,26,WRAP JAR,1383.41,kly? blithely final d
34487,cornsilk dodger beige pink frosted,Manufacturer#1,Brand#15,PROMO ANODIZED COPPER,5,WRAP CASE,1421.48,", even courts. ironic,"
64659,medium burnished royal dark rosy,Manufacturer#1,Brand#11,LARGE PLATED STEEL,6,MED CASE,1623.65,osits are fur
29913,deep almond salmon drab wheat,Manufacturer#5,Brand#52,PROMO POLISHED BRASS,34,SM DRUM,1842.91,age carefully
34759,lace chocolate misty midnight burlywood,Manufacturer#5,Brand#51,PROMO ANODIZED COPPER,8,MED PKG,1693.75," quickly express,"
127314,almond orange cream burnished black,Manufacturer#2,Brand#24,ECONOMY ANODIZED STEEL,45,SM CAN,1341.31,y special pinto bean
4564,lawn forest dim floral honeydew,Manufacturer#2,Brand#25,PROMO PLATED NICKEL,46,MED PKG,1468.56,. blithel
77617,cyan papaya moccasin lawn lime,Manufacturer#1,Brand#15,PROMO POLISHED COPPER,4,JUMBO BOX,1594.61,"lets. bold, final inst"
98875,chartreuse gainsboro orchid deep mint,Manufacturer#1,Brand#15,MEDIUM POLISHED NICKEL,6,MED DRUM,1873.87,out th
171294,chocolate cyan drab forest navajo,Manufacturer#4,Brand#43,MEDIUM BRUSHED BRASS,9,SM CASE,1365.29,longs
106344,white cornsilk tomato green navajo,Manufacturer#3,Brand#32,MEDIUM BURNISHED NICKEL,47,JUMBO BOX,1350.34,s sleep. regula
2825,goldenrod peru yellow tan indian,Manufacturer#1,Brand#13,LARGE ANODIZED COPPER,6,WRAP DRUM,1727.82,d account
52874,chiffon peru linen puff goldenrod,Manufacturer#2,Brand#23,ECONOMY POLISHED COPPER,29,MED DRUM,1826.87,posits cajole. blithel
184590,violet navy lavender lemon metallic,Manufacturer#5,Brand#55,MEDIUM PLATED COPPER,17,MED PACK,1674.59, the furiously ironic 
48373,cyan navy royal chocolate rose,Manufacturer#4,Brand#43,PROMO ANODIZED STEEL,21,LG JAR,1321.37,tructions. ironic acco
