L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
5087460,7203,9704,2,35.00,38857.00,0.07,0.03,N,O,1997-12-22,1998-01-04,1998-01-02,COLLECT COD,FOB,ronic requests. final dependen
4853701,69369,4382,1,14.00,18737.04,0.00,0.01,N,O,1997-12-23,1998-02-18,1998-01-02,COLLECT COD,RAIL,uriously silent exc
5323684,93265,5775,6,12.00,15099.12,0.10,0.05,N,O,1997-12-07,1997-11-11,1998-01-02,COLLECT COD,SHIP,"ironic ideas after the final, even re"
5057447,112081,2082,1,33.00,36071.64,0.02,0.01,N,O,1997-12-15,1998-01-16,1998-01-02,NONE,MAIL,ake after t
5096196,63931,8944,7,47.00,89061.71,0.02,0.04,N,O,1997-12-26,1998-02-13,1998-01-02,TAKE BACK RETURN,RAIL,quickly ironic foxes. pendi
4361028,134160,9187,1,19.00,22689.04,0.02,0.08,N,O,1997-12-23,1997-11-28,1998-01-02,TAKE BACK RETURN,MAIL,osits are furiously pending account
843171,100151,7682,1,21.00,24174.15,0.03,0.04,N,O,1997-12-12,1997-11-12,1998-01-02,NONE,AIR,y. blithely even ideas ca
5219907,151565,6596,3,35.00,56579.60,0.05,0.03,N,O,1997-12-14,1997-11-14,1998-01-02,NONE,AIR,nal deposits. foxes cajole. unusual t
4862177,177064,9582,1,11.00,12551.66,0.02,0.07,N,O,1997-12-07,1998-01-20,1998-01-02,DELIVER IN PERSON,MAIL,carefully ironic accounts nag slyly fin
4296514,82642,7659,3,1.00,1624.64,0.00,0.07,N,O,1997-12-18,1997-12-05,1998-01-02,DELIVER IN PERSON,FOB,ter the asymptotes. ironic d
1047395,172329,7364,1,18.00,25223.76,0.07,0.01,N,O,1997-12-29,1998-01-27,1998-01-02,NONE,MAIL,quickly about the carefully reg
5188710,73881,6389,7,11.00,20403.68,0.05,0.05,N,O,1997-12-16,1998-01-02,1998-01-02,COLLECT COD,REG AIR," special asymptotes. even, regular multipli"
4330790,68236,3249,3,1.00,1204.23,0.01,0.08,N,O,1997-12-10,1998-02-04,1998-01-02,DELIVER IN PERSON,MAIL," express, special r"
4856134,86984,6985,3,15.00,29564.70,0.04,0.08,N,O,1997-12-20,1997-10-30,1998-01-02,DELIVER IN PERSON,FOB,uld solve furiously blithely ironic
5023876,139312,1826,1,36.00,48647.16,0.08,0.01,N,O,1997-12-20,1998-01-26,1998-01-02,TAKE BACK RETURN,SHIP,uriously ab
5173153,93381,909,6,44.00,60472.72,0.09,0.04,N,O,1997-12-25,1998-02-13,1998-01-02,NONE,FOB,nts are. regular theodoli
600581,108469,6000,4,2.00,2954.92,0.04,0.07,N,O,1997-12-29,1997-11-21,1998-01-02,TAKE BACK RETURN,RAIL, notornis wake slyly. un
2081447,102136,2137,1,26.00,29591.38,0.10,0.04,N,O,1997-12-30,1997-12-16,1998-01-02,COLLECT COD,RAIL,e the regular courts. permanently ironic r
614022,123716,1253,1,43.00,74807.53,0.02,0.05,N,O,1997-12-26,1998-02-09,1998-01-02,DELIVER IN PERSON,RAIL,. blithely 
622471,190349,2869,6,16.00,23029.44,0.00,0.00,N,O,1997-12-06,1997-11-08,1998-01-02,DELIVER IN PERSON,MAIL,ic escapad
4249344,172342,2343,4,22.00,31115.48,0.01,0.05,N,O,1997-12-24,1997-10-26,1998-01-02,NONE,MAIL,ular accounts wake quickly. final theod
5348546,174204,4205,6,40.00,51128.00,0.06,0.01,N,O,1997-12-09,1998-01-28,1998-01-02,DELIVER IN PERSON,RAIL,ests sleep furiousl
981250,139309,6849,4,30.00,40449.00,0.01,0.02,N,O,1997-12-30,1997-12-01,1998-01-02,TAKE BACK RETURN,AIR,egrate furiously? furiously regula
5387845,103953,6464,2,20.00,39139.00,0.01,0.08,N,O,1997-12-12,1997-12-18,1998-01-02,TAKE BACK RETURN,REG AIR,ven requests are blithely carefully 
4366052,93681,6191,3,46.00,77035.28,0.00,0.03,N,O,1997-12-10,1997-11-13,1998-01-02,DELIVER IN PERSON,TRUCK, platelets. carefully busy requests are ab
4553056,119939,4962,4,23.00,45055.39,0.03,0.07,N,O,1997-12-11,1997-12-26,1998-01-02,TAKE BACK RETURN,RAIL,s boost across the pending packages
4403750,101869,9400,1,50.00,93543.00,0.03,0.07,N,O,1997-12-09,1997-10-29,1998-01-02,NONE,TRUCK, wake blithely among the sl
4599207,103395,926,5,16.00,22374.24,0.00,0.04,N,O,1997-12-04,1997-12-16,1998-01-02,TAKE BACK RETURN,TRUCK,thely special packa
4483427,76174,3696,1,45.00,51757.65,0.06,0.00,N,O,1997-12-25,1997-11-14,1998-01-02,COLLECT COD,REG AIR,o the enticing accounts nag blithely regu
5386433,126004,3541,6,5.00,5150.00,0.04,0.02,N,O,1997-12-28,1998-02-04,1998-01-02,TAKE BACK RETURN,AIR,s. bold ideas sleep stealt
5050978,57566,2577,1,49.00,74654.44,0.02,0.01,N,O,1997-12-04,1997-11-15,1998-01-02,COLLECT COD,AIR,side of the blit
5216807,110773,3285,2,46.00,82053.42,0.02,0.05,N,O,1997-12-04,1997-12-19,1998-01-02,TAKE BACK RETURN,FOB,arefully special requests. dep
741477,32485,4989,2,9.00,12757.32,0.10,0.02,N,O,1997-12-19,1997-10-25,1998-01-02,TAKE BACK RETURN,REG AIR, furiously regular excuses was
896034,19257,9258,5,28.00,32935.00,0.07,0.01,N,O,1997-12-14,1997-11-20,1998-01-02,COLLECT COD,FOB,ng requests are furiously 
890244,90714,715,7,41.00,69893.11,0.06,0.04,N,O,1997-12-03,1997-11-28,1998-01-02,TAKE BACK RETURN,FOB, the furiously regular instructions.
738209,129744,2257,1,39.00,69175.86,0.05,0.01,N,O,1997-12-16,1997-12-15,1998-01-02,NONE,REG AIR,ins wake slyly slyly regular asymptotes.
5110340,5522,3023,1,8.00,11420.16,0.01,0.04,N,O,1997-12-23,1997-10-11,1998-01-02,COLLECT COD,RAIL,o affix slyly bold requests. unusual plate
911174,61053,3560,3,38.00,38533.90,0.01,0.06,N,O,1997-12-09,1997-10-19,1998-01-02,DELIVER IN PERSON,REG AIR,luffily along
617351,114047,9070,3,17.00,18037.68,0.08,0.07,N,O,1997-12-11,1997-10-07,1998-01-02,COLLECT COD,FOB,. furiously bold theodol
1044135,159389,4420,1,41.00,59383.58,0.09,0.02,N,O,1997-12-03,1997-12-25,1998-01-02,DELIVER IN PERSON,REG AIR,o the blithely bold dolphins. slyly 
689729,140802,803,3,40.00,73712.00,0.03,0.05,N,O,1998-01-01,1997-12-03,1998-01-02,DELIVER IN PERSON,REG AIR,furiously final excuses
625378,8402,903,2,1.00,1310.40,0.01,0.04,N,O,1997-12-10,1998-01-18,1998-01-02,DELIVER IN PERSON,AIR, regular requests nag agai
4640641,198779,6337,2,40.00,75110.80,0.07,0.00,N,O,1997-12-25,1998-01-16,1998-01-02,TAKE BACK RETURN,AIR,lphins haggle regular pack
268678,165886,3435,3,16.00,31230.08,0.05,0.04,N,O,1997-12-22,1997-09-28,1998-01-02,TAKE BACK RETURN,RAIL,y regular ideas. ideas sleep carefully 
3327044,157618,134,1,6.00,10053.66,0.02,0.04,N,O,1997-12-20,1997-11-16,1998-01-02,NONE,SHIP,oss the blithely final requests nag
1180320,53861,6367,5,4.00,7259.44,0.00,0.06,N,O,1997-12-12,1997-11-06,1998-01-02,NONE,SHIP,sly even requests. blithely ironic instruc
1122052,94930,4931,3,31.00,59672.83,0.04,0.08,N,O,1997-12-22,1997-09-27,1998-01-02,COLLECT COD,AIR,ain carefully packages. ironic foxes im
872388,174383,1935,1,9.00,13116.42,0.02,0.02,N,O,1997-12-07,1997-10-11,1998-01-02,NONE,AIR, are regularly. furiously silent asy
960487,154024,4025,1,8.00,8624.16,0.01,0.05,N,O,1997-12-12,1997-11-05,1998-01-02,DELIVER IN PERSON,TRUCK,inder. patterns ar
1082849,177626,2661,3,18.00,30665.16,0.05,0.05,N,O,1997-12-31,1997-12-28,1998-01-02,COLLECT COD,SHIP,out the pending foxes. slyly re
4521921,1027,8528,3,16.00,14848.32,0.04,0.07,N,O,1997-12-08,1997-10-17,1998-01-02,COLLECT COD,FOB,lites play
4331041,25208,5209,4,12.00,13598.40,0.06,0.00,N,O,1997-12-10,1997-10-18,1998-01-02,NONE,FOB,ongside of the quickly even acc
4912482,38753,8754,1,33.00,55827.75,0.04,0.05,N,O,1997-12-16,1998-01-11,1998-01-02,DELIVER IN PERSON,RAIL,deposits. quickly careful pinto bea
4903847,138016,3043,5,20.00,21080.20,0.06,0.06,N,O,1997-12-10,1998-02-25,1998-01-02,COLLECT COD,FOB,uests haggle sometimes. slyl
4405061,113125,659,1,36.00,40972.32,0.00,0.05,N,O,1997-12-16,1997-10-28,1998-01-02,TAKE BACK RETURN,FOB,n requests. ideas ar
920707,120140,141,1,39.00,45245.46,0.00,0.02,N,O,1997-12-16,1997-12-30,1998-01-02,COLLECT COD,MAIL,"ven, unusual foxes snooze among the qui"
2341635,179343,1861,1,47.00,66849.98,0.09,0.05,N,O,1997-12-20,1998-01-27,1998-01-02,TAKE BACK RETURN,AIR,ermanently ironic dependencie
4762722,140764,3279,1,15.00,27071.40,0.09,0.06,N,O,1997-12-31,1997-11-09,1998-01-02,DELIVER IN PERSON,RAIL,s nag slyly slyly ironic the
4360737,13488,8491,1,29.00,40642.92,0.03,0.07,N,O,1997-12-26,1997-12-10,1998-01-02,NONE,RAIL,structions haggle furiously regula
3699683,159778,7324,4,3.00,5513.31,0.04,0.02,N,O,1997-12-10,1997-12-19,1998-01-02,TAKE BACK RETURN,MAIL,dolphins are furiously silent patterns
961091,66051,6052,2,4.00,4068.20,0.04,0.06,N,O,1997-12-19,1998-02-20,1998-01-02,DELIVER IN PERSON,AIR,l dinos. blithely even f
5198176,74700,4701,2,12.00,20096.40,0.02,0.04,N,O,1997-12-21,1997-11-04,1998-01-02,COLLECT COD,FOB,riously even dolphins. carefully e
5014694,19061,9062,5,21.00,20581.26,0.01,0.00,N,O,1997-12-07,1997-12-23,1998-01-02,TAKE BACK RETURN,TRUCK,furiously busy depths. sl
5382116,62193,7206,2,36.00,41586.84,0.10,0.08,N,O,1997-12-10,1998-02-22,1998-01-02,DELIVER IN PERSON,REG AIR,ding deposits. carefully express sauterne
4931809,76508,6509,1,16.00,23752.00,0.07,0.08,N,O,1997-12-07,1998-01-19,1998-01-02,NONE,TRUCK,ly ironic deposits unwind slyly slyly expre
1016068,80972,5989,1,28.00,54683.16,0.06,0.06,N,O,1997-12-08,1998-01-10,1998-01-02,TAKE BACK RETURN,AIR,ts wake. blithely even th
4444101,151855,6886,2,34.00,64832.90,0.08,0.01,N,O,1997-12-21,1998-02-09,1998-01-02,DELIVER IN PERSON,TRUCK,ole carefully
1401186,185189,5190,1,7.00,8919.26,0.06,0.04,N,O,1997-12-12,1997-10-19,1998-01-02,TAKE BACK RETURN,REG AIR,e according to the 
783552,26838,6839,3,50.00,88241.50,0.03,0.08,N,O,1997-12-06,1997-10-30,1998-01-02,COLLECT COD,TRUCK, use across the carefully expres
923874,23619,1126,5,15.00,23139.15,0.01,0.03,N,O,1997-12-08,1997-12-27,1998-01-02,DELIVER IN PERSON,FOB,regular dependenci
1610053,65128,2647,2,27.00,29514.24,0.01,0.05,N,O,1997-12-24,1997-11-10,1998-01-02,DELIVER IN PERSON,TRUCK,ding to the foxes was s
5111238,126637,6638,6,33.00,54899.79,0.00,0.08,N,O,1997-12-15,1997-11-17,1998-01-02,COLLECT COD,REG AIR,luffily regular accounts e
795878,137739,2766,6,37.00,65739.01,0.05,0.01,N,O,1997-12-18,1997-11-20,1998-01-02,NONE,FOB,platelets promise expr
2100518,10940,5943,4,47.00,86994.18,0.00,0.07,N,O,1997-12-07,1997-12-11,1998-01-02,NONE,TRUCK, silent packages haggl
4576164,38952,8953,1,42.00,79419.90,0.08,0.00,N,O,1997-12-20,1998-01-05,1998-01-02,COLLECT COD,AIR,w requests nag above the blithel
3947943,74560,4561,3,18.00,27622.08,0.10,0.00,N,O,1997-12-14,1997-10-24,1998-01-02,COLLECT COD,REG AIR,d packages are slyly aga
649636,15068,7570,5,49.00,48169.94,0.05,0.04,N,O,1997-12-23,1997-10-11,1998-01-02,DELIVER IN PERSON,AIR,y after the slyly pending foxes
656710,93627,8646,2,33.00,53480.46,0.03,0.06,N,O,1997-12-11,1997-12-10,1998-01-02,DELIVER IN PERSON,AIR,ges are fluffily of th
4531651,82051,9576,3,24.00,24793.20,0.01,0.07,N,O,1997-12-17,1998-02-06,1998-01-02,DELIVER IN PERSON,MAIL, furiously
801569,86057,6058,4,44.00,45894.20,0.02,0.01,N,O,1997-12-14,1997-12-03,1998-01-02,NONE,FOB,ar pinto beans according to the c
5153569,16304,3808,2,9.00,10982.70,0.06,0.03,N,O,1997-12-17,1997-12-02,1998-01-02,COLLECT COD,SHIP,ans nag fluffily. regular a
4537413,21262,6267,1,42.00,49696.92,0.04,0.00,N,O,1997-12-09,1997-12-14,1998-01-02,NONE,REG AIR,sly unusual instruction
602146,148048,3077,1,26.00,28497.04,0.10,0.06,N,O,1997-12-04,1998-02-01,1998-01-02,NONE,REG AIR,ake furiously. furiously final
4900775,54367,9378,2,3.00,3964.08,0.05,0.03,N,O,1997-12-15,1998-01-09,1998-01-02,COLLECT COD,MAIL,egular excuses. furiously 
1056071,86579,6580,5,5.00,7827.85,0.09,0.07,N,O,1997-12-22,1997-10-10,1998-01-02,NONE,REG AIR,y pending deposits detect furiously special
1410279,67790,2803,6,34.00,59764.86,0.09,0.02,N,O,1997-12-10,1998-01-23,1998-01-02,COLLECT COD,MAIL," requests eat ironic, pending warh"
1156801,54233,4234,5,21.00,24931.83,0.01,0.05,N,O,1997-12-16,1997-10-17,1998-01-02,DELIVER IN PERSON,AIR,egular requests detect blithely slyly
1397700,52228,2229,3,15.00,17703.30,0.00,0.06,N,O,1997-12-10,1997-10-01,1998-01-02,DELIVER IN PERSON,MAIL,odolites haggle about the 
4423040,174391,9426,5,22.00,32238.58,0.06,0.05,N,O,1997-12-22,1997-11-28,1998-01-02,COLLECT COD,FOB,efully unusual orbits. slyly re
1287841,169306,1823,2,21.00,28881.30,0.01,0.01,N,O,1997-12-13,1997-12-26,1998-01-02,DELIVER IN PERSON,TRUCK, accounts. 
4487205,157706,5252,2,44.00,77602.80,0.07,0.03,N,O,1997-12-17,1997-10-30,1998-01-02,NONE,MAIL," sauternes. ironic, exp"
928322,82848,5357,4,5.00,9154.20,0.01,0.00,N,O,1997-12-17,1998-01-24,1998-01-02,TAKE BACK RETURN,MAIL,ts wake slyly. theodoli
3613831,185873,3428,6,48.00,94025.76,0.02,0.08,N,O,1997-12-14,1998-01-06,1998-01-02,TAKE BACK RETURN,FOB, instructions grow blithely around the ir
726054,486,5487,1,21.00,29116.08,0.02,0.04,N,O,1997-12-17,1997-12-19,1998-01-02,COLLECT COD,TRUCK,etimes. quickly 
937990,69295,4308,4,40.00,50571.60,0.07,0.01,N,O,1997-12-03,1997-09-24,1998-01-02,NONE,MAIL,yly after the sly
5397408,169539,4572,5,33.00,53081.49,0.02,0.03,N,O,1997-12-08,1997-11-01,1998-01-02,TAKE BACK RETURN,REG AIR,inal pains haggl
4994208,98324,3343,7,20.00,26446.40,0.09,0.05,N,O,1997-12-31,1997-10-08,1998-01-02,NONE,TRUCK,the carefully ironic p
5069952,153133,8164,6,41.00,48631.33,0.06,0.03,N,O,1997-12-07,1998-01-04,1998-01-02,NONE,TRUCK," the ironic, regular theodol"
2271939,79946,7468,3,8.00,15407.52,0.07,0.07,N,O,1997-12-19,1997-12-31,1998-01-02,COLLECT COD,REG AIR,posits. final waters are carefully after
4580613,152212,2213,3,14.00,17698.94,0.05,0.01,N,O,1998-01-01,1997-12-23,1998-01-02,DELIVER IN PERSON,TRUCK, final excuses b
4993345,149749,4778,1,15.00,26981.10,0.01,0.02,N,O,1997-12-30,1997-11-06,1998-01-02,DELIVER IN PERSON,AIR,tructions cajole b
5372899,145966,5967,1,11.00,22131.56,0.04,0.04,N,O,1997-12-22,1998-02-14,1998-01-02,COLLECT COD,AIR,p idly silent pains. quickly final ideas
4589761,20970,971,1,26.00,49165.22,0.04,0.08,N,O,1997-12-12,1997-11-03,1998-01-02,COLLECT COD,AIR,ideas should have to detect care
5170245,51965,6976,7,28.00,53674.88,0.05,0.02,N,O,1997-12-25,1998-01-20,1998-01-02,TAKE BACK RETURN,MAIL,ter the slyly special instruc
4937059,67368,9875,2,45.00,60091.20,0.04,0.07,N,O,1997-12-30,1998-01-24,1998-01-02,TAKE BACK RETURN,SHIP, requests! quickly even epitap
3213895,7251,9752,1,25.00,28956.25,0.05,0.08,N,O,1997-12-17,1997-12-14,1998-01-02,COLLECT COD,AIR,d packages cajole doggedly according to t
4503076,154760,2306,6,1.00,1814.76,0.07,0.07,N,O,1997-12-06,1997-12-03,1998-01-02,DELIVER IN PERSON,AIR,"ar, ironic packages"
3680546,15236,2740,5,18.00,20722.14,0.02,0.07,N,O,1997-12-10,1997-10-20,1998-01-02,NONE,TRUCK,s. carefully regular ideas haggle sly
5320035,154198,9229,3,22.00,27548.18,0.08,0.07,N,O,1997-12-16,1997-11-06,1998-01-02,DELIVER IN PERSON,TRUCK,s. furiously special dolphins wake qui
5123622,10975,8479,1,3.00,5657.91,0.02,0.00,N,O,1997-12-31,1997-11-02,1998-01-02,TAKE BACK RETURN,SHIP, slyly regular ideas detec
1407975,172609,2610,6,35.00,58856.00,0.02,0.03,N,O,1997-12-28,1997-12-02,1998-01-02,NONE,FOB,ing to the carefully regular d
4897601,94100,6610,2,36.00,39387.60,0.10,0.03,N,O,1997-12-25,1998-01-08,1998-01-02,NONE,REG AIR,ironic platelets. packages sleep careful
949248,1545,9046,2,24.00,34716.96,0.07,0.03,N,O,1997-12-23,1997-12-19,1998-01-02,TAKE BACK RETURN,SHIP,osits are quickly slyl
4609312,138474,988,2,37.00,55961.39,0.10,0.04,N,O,1997-12-20,1997-11-11,1998-01-02,DELIVER IN PERSON,AIR,regular deposits 
4330530,42677,7686,4,2.00,3239.34,0.00,0.07,N,O,1997-12-15,1997-12-14,1998-01-02,NONE,AIR, theodolites.
691298,78325,8326,3,13.00,16943.16,0.09,0.08,N,O,1997-12-04,1998-02-21,1998-01-02,DELIVER IN PERSON,REG AIR,ptotes. final deposit
634181,69279,9280,1,47.00,58668.69,0.04,0.07,N,O,1997-12-10,1997-12-06,1998-01-02,TAKE BACK RETURN,MAIL,y pending platelets. 
1059143,90790,3300,3,47.00,83697.13,0.00,0.06,N,O,1997-12-28,1998-01-29,1998-01-02,DELIVER IN PERSON,RAIL, unusual re
912071,76602,1617,3,41.00,64722.60,0.00,0.04,N,O,1997-12-10,1997-12-09,1998-01-02,TAKE BACK RETURN,SHIP,packages sleep slyly re
411457,96009,8519,5,23.00,23115.00,0.00,0.01,N,O,1997-12-19,1997-11-02,1998-01-02,TAKE BACK RETURN,AIR, wake carefully the
520775,87287,2304,2,23.00,29308.44,0.09,0.02,N,O,1997-12-20,1997-12-01,1998-01-02,DELIVER IN PERSON,MAIL,nag above the quickly ruthless depo
4519074,56415,8921,2,37.00,50742.17,0.03,0.06,N,O,1997-12-22,1998-01-03,1998-01-02,TAKE BACK RETURN,MAIL,lly final excuses are slyly pending warhors
957857,71425,1426,1,25.00,34910.50,0.07,0.08,N,O,1997-12-11,1997-12-31,1998-01-02,DELIVER IN PERSON,AIR,y final packages are at t
3361920,145170,2713,1,20.00,24303.40,0.10,0.08,N,O,1997-12-31,1997-12-05,1998-01-02,DELIVER IN PERSON,MAIL,sts wake around the accounts. s
4831716,106799,4330,4,27.00,48756.33,0.02,0.06,N,O,1997-12-06,1997-11-10,1998-01-02,COLLECT COD,RAIL,ithely bold foxes wake pend
4819008,192911,7950,1,50.00,100195.50,0.01,0.06,N,O,1997-12-16,1998-02-25,1998-01-02,NONE,REG AIR,"ronic, ironic deposits"
1060513,172629,5147,3,28.00,47645.36,0.00,0.07,N,O,1997-12-12,1997-12-04,1998-01-02,TAKE BACK RETURN,FOB,hang blithel
4954661,55948,5949,4,48.00,91389.12,0.10,0.02,N,O,1997-12-21,1997-10-29,1998-01-02,DELIVER IN PERSON,RAIL,latelets affix quickly about 
5057799,3936,6437,3,15.00,27598.95,0.05,0.01,N,O,1997-12-31,1997-11-09,1998-01-02,DELIVER IN PERSON,REG AIR,o beans use even acc
2195458,44922,9931,4,8.00,14935.36,0.01,0.02,N,O,1997-12-03,1997-12-28,1998-01-02,DELIVER IN PERSON,REG AIR,ular accounts affix f
4518822,70696,3204,1,22.00,36667.18,0.07,0.00,N,O,1997-12-06,1997-10-07,1998-01-02,COLLECT COD,AIR,according to the final pi
5101505,64205,1724,4,35.00,40922.00,0.06,0.06,N,O,1997-12-17,1997-12-22,1998-01-02,TAKE BACK RETURN,REG AIR," wake even, regular theod"
5029156,98685,8686,3,33.00,55561.44,0.05,0.03,N,O,1997-12-18,1997-10-30,1998-01-02,COLLECT COD,REG AIR, quickly packages. regular
4695398,85365,382,1,4.00,5401.44,0.00,0.01,N,O,1997-12-04,1997-11-19,1998-01-02,DELIVER IN PERSON,TRUCK,uriously sly 
4933509,52977,2978,4,23.00,44389.31,0.06,0.08,N,O,1997-12-09,1997-09-19,1998-01-02,NONE,TRUCK,e fluffily even inst
5093926,94897,2425,3,43.00,81351.27,0.08,0.03,N,O,1997-12-08,1997-10-11,1998-01-02,TAKE BACK RETURN,TRUCK,ly express excuses. carefully express depos
1262631,163222,8255,1,16.00,20563.52,0.10,0.07,N,O,1997-12-21,1998-02-17,1998-01-02,TAKE BACK RETURN,MAIL, pending theodolit
4534017,112172,9706,2,41.00,48550.97,0.01,0.03,N,O,1997-12-06,1997-11-07,1998-01-02,TAKE BACK RETURN,FOB,yly along the deposits. 
3522630,193189,3190,2,20.00,25643.60,0.03,0.01,N,O,1997-12-25,1997-10-24,1998-01-02,NONE,SHIP,ackages. blithely unusual
1061952,187658,5213,5,33.00,57606.45,0.04,0.03,N,O,1997-12-17,1997-11-24,1998-01-02,DELIVER IN PERSON,AIR,fully unusual
1145057,198472,8473,4,22.00,34550.34,0.06,0.06,N,O,1997-12-12,1998-01-07,1998-01-02,NONE,AIR,"es; regular, reg"
588352,90032,33,7,26.00,26572.78,0.00,0.08,N,O,1997-12-22,1998-01-31,1998-01-02,DELIVER IN PERSON,RAIL,beans are blithely ou
5361344,67179,7180,1,16.00,18338.72,0.08,0.05,N,O,1997-12-19,1998-02-08,1998-01-02,TAKE BACK RETURN,MAIL, the ironic dep
770469,885,8386,3,7.00,12501.16,0.10,0.07,N,O,1997-12-25,1998-01-17,1998-01-02,DELIVER IN PERSON,REG AIR,er the quickly regular
4575687,182213,2214,5,28.00,36265.88,0.03,0.03,N,O,1997-12-30,1997-12-02,1998-01-02,COLLECT COD,MAIL,pecial accounts haggle doggedly. 
4571840,33776,3777,4,17.00,29066.09,0.01,0.05,N,O,1997-12-11,1997-12-25,1998-01-02,DELIVER IN PERSON,TRUCK,xpress ideas across the blithely 
697158,34945,2455,6,1.00,1879.94,0.09,0.06,N,O,1997-12-04,1997-10-30,1998-01-02,NONE,SHIP,ggle furiously sly dep
805924,172842,394,1,2.00,3829.68,0.01,0.05,N,O,1997-12-13,1997-12-08,1998-01-02,NONE,FOB,ly even packages are blithely above th
5167907,144319,1862,2,39.00,53169.09,0.10,0.08,N,O,1997-12-04,1997-11-12,1998-01-02,NONE,MAIL,en packages are about the 
4299268,86035,3560,4,46.00,46967.38,0.00,0.08,N,O,1998-01-01,1997-11-01,1998-01-02,NONE,FOB, ironic asymptotes. bo
4603398,153397,943,3,9.00,13053.51,0.03,0.08,N,O,1997-12-30,1998-01-03,1998-01-02,NONE,MAIL,mold. pains are across the express 
1882146,33559,6063,5,20.00,29851.00,0.04,0.08,N,O,1997-12-27,1998-02-20,1998-01-02,DELIVER IN PERSON,REG AIR,ully final asymptotes. blithely
1579168,188926,1445,6,27.00,54402.84,0.01,0.00,N,O,1997-12-03,1997-12-24,1998-01-02,TAKE BACK RETURN,TRUCK,lar escapade
5039712,107531,7532,3,50.00,76926.50,0.05,0.04,N,O,1997-12-27,1997-11-25,1998-01-02,TAKE BACK RETURN,FOB,re. unusual accounts wake enti
3308832,30921,8431,7,32.00,59261.44,0.09,0.08,N,O,1997-12-06,1998-01-28,1998-01-02,NONE,TRUCK,ironic deposits. wat
787813,36621,4131,1,26.00,40498.12,0.00,0.01,N,O,1997-12-25,1997-12-11,1998-01-02,TAKE BACK RETURN,REG AIR, deposits mold b
5120391,35181,5182,6,45.00,50228.10,0.03,0.08,N,O,1997-12-25,1998-01-15,1998-01-02,DELIVER IN PERSON,REG AIR,furiously final packages. furiously un
1102048,15414,7916,4,46.00,61152.86,0.00,0.06,N,O,1997-12-23,1997-11-19,1998-01-02,DELIVER IN PERSON,AIR,nusual accounts. f
1087300,186437,3992,3,21.00,31992.03,0.07,0.05,N,O,1997-12-25,1997-10-31,1998-01-02,DELIVER IN PERSON,REG AIR,uickly along the slyly bold requests? sly
4900806,160355,2872,1,43.00,60860.05,0.01,0.03,N,O,1997-12-22,1998-01-28,1998-01-02,TAKE BACK RETURN,TRUCK,he regular pinto b
5264743,17353,2356,3,9.00,11433.15,0.09,0.03,N,O,1997-12-26,1998-02-14,1998-01-02,COLLECT COD,SHIP,equests hinder carefully p
4830624,72264,4772,4,50.00,61813.00,0.00,0.01,N,O,1997-12-12,1998-02-17,1998-01-02,NONE,RAIL,mong the final acco
746469,56706,1717,4,15.00,24940.50,0.04,0.04,N,O,1997-12-18,1998-02-13,1998-01-02,DELIVER IN PERSON,MAIL, print bli
5181637,142198,2199,1,36.00,44646.84,0.07,0.08,N,O,1998-01-01,1997-12-28,1998-01-02,TAKE BACK RETURN,RAIL,thely regular packages use along the quic
1119492,18609,8610,1,21.00,32079.60,0.02,0.07,N,O,1997-12-10,1997-12-01,1998-01-02,COLLECT COD,SHIP,ding to the ironic dolphins. fluffi
898469,153475,1021,2,48.00,73366.56,0.03,0.01,N,O,1997-12-19,1998-02-10,1998-01-02,DELIVER IN PERSON,RAIL, the regular pinto beans. blith
5399648,45441,2954,1,36.00,49911.84,0.08,0.06,N,O,1997-12-27,1997-11-13,1998-01-02,TAKE BACK RETURN,RAIL,earls. furiously express foxes sleep 
3450722,112428,7451,3,26.00,37450.92,0.06,0.03,N,O,1997-12-05,1998-01-10,1998-01-02,TAKE BACK RETURN,FOB,refully among the quick
1004610,90199,200,4,5.00,5945.95,0.05,0.00,N,O,1997-12-29,1998-02-17,1998-01-02,NONE,SHIP,ess instructions. quickly ironic warh
5230787,124578,2115,4,15.00,24038.55,0.02,0.02,N,O,1997-12-09,1997-11-21,1998-01-02,NONE,REG AIR,ccounts do wake
5394148,115850,8362,3,4.00,7463.40,0.05,0.06,N,O,1997-12-19,1998-01-21,1998-01-02,COLLECT COD,SHIP,daring accounts wake about 
727329,187619,7620,4,16.00,27305.76,0.05,0.03,N,O,1997-12-22,1998-02-13,1998-01-02,COLLECT COD,AIR,s are slyly slyly special pinto beans. slyl
961091,25851,856,1,47.00,83511.95,0.01,0.04,N,O,1997-12-15,1998-02-20,1998-01-02,TAKE BACK RETURN,SHIP,uffily ironic deposits. flu
